col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,target
b,0,9,2,0,1,3,11,a,b,1,67467,25,40,0
b,0,14,4,15024,1,3,2,a,b,1,102569,46,65,1
d,1762,7,3,0,25,3,3,a,d,1,213341,21,40,0
a,0,13,1,0,1,3,4,b,a,1,37202,26,45,0
a,0,9,2,0,1,3,1,b,f,1,140219,47,40,0
a,0,8,16,0,1,3,3,a,d,1,298860,18,20,0
a,0,13,1,0,1,3,6,b,a,1,51362,22,16,0
c,0,10,6,0,1,3,10,b,d,1,199947,36,30,0
b,0,9,2,0,1,2,8,a,b,1,32552,59,48,0
b,0,9,2,0,26,3,5,b,c,1,183845,33,38,0
c,0,6,13,0,10,3,7,a,a,1,181091,33,35,0
b,0,13,1,0,7,7,1,b,c,3,135643,53,50,0
b,0,10,6,3411,1,1,2,a,b,1,96249,44,40,0
b,0,9,2,0,1,3,2,a,b,1,181220,55,50,0
b,0,9,2,0,1,3,8,a,b,1,133025,56,50,0
c,0,10,6,0,1,2,6,b,a,1,124865,54,35,0
c,0,9,2,0,1,3,4,a,a,1,45599,51,40,0
a,0,10,6,2463,1,3,1,b,a,1,194293,31,38,0
b,0,14,4,0,1,3,2,a,b,1,102180,43,50,1
c,0,9,2,0,1,3,5,b,e,1,121130,44,40,0
a,0,10,6,0,1,3,2,a,d,1,138768,22,50,0
b,0,9,2,0,1,1,5,a,b,4,98989,43,40,0
a,0,12,7,0,1,1,1,b,e,2,126327,26,40,0
a,0,13,1,0,1,3,6,a,d,1,113364,30,18,0
b,0,5,5,2580,1,3,7,a,b,1,326199,30,40,0
a,0,9,2,0,1,3,5,a,a,1,376789,46,15,0
b,0,13,1,0,1,3,6,a,b,1,137063,27,50,0
b,0,9,2,0,1,3,7,a,b,1,279145,26,50,0
a,0,13,1,8614,1,3,2,a,a,1,178815,36,40,1
e,0,9,2,0,1,2,7,a,d,1,245369,25,35,0
a,0,15,11,0,1,4,4,b,a,2,49593,30,40,0
b,0,9,2,7298,1,1,5,a,b,2,238648,46,40,1
b,0,10,6,0,1,3,1,b,c,2,166181,47,48,1
b,0,13,1,5556,1,7,6,a,b,1,249043,66,26,1
b,0,6,13,0,1,3,3,a,b,1,156403,43,40,0
g,0,9,2,0,1,,,b,a,1,128529,71,20,0
b,1848,13,1,0,1,4,1,a,b,1,186934,36,55,1
d,0,9,2,0,14,,,a,a,3,148489,46,40,0
g,0,10,6,0,1,5,1,b,e,1,387770,44,15,0
b,0,16,10,0,1,3,4,a,b,1,115511,42,50,0
b,1977,13,1,0,14,3,8,a,b,1,201410,39,45,1
b,0,12,7,0,1,3,2,a,b,1,220585,36,50,1
b,1977,13,1,0,1,2,2,a,b,1,282066,60,45,1
b,0,10,6,0,1,3,10,a,b,1,280966,37,50,1
a,0,13,1,0,1,3,8,a,d,1,291586,26,20,0
a,0,13,1,0,1,3,1,b,a,1,142227,24,30,0
a,0,7,3,0,1,,,a,d,1,104025,17,18,0
c,0,14,4,0,1,5,4,b,a,1,148254,45,35,0
b,0,10,6,0,1,3,2,a,b,1,170562,54,48,1
a,0,10,6,0,1,3,6,b,d,1,222490,22,30,0
b,0,14,4,0,1,5,4,a,b,1,57674,63,48,0
b,0,9,2,0,1,3,7,a,b,1,233624,22,43,0
a,0,10,6,0,1,3,5,a,a,1,42734,27,25,0
b,0,5,5,0,6,3,7,a,b,1,233107,33,33,0
g,0,13,1,0,1,3,4,b,a,1,143110,64,30,0
b,0,12,7,0,1,3,2,a,b,1,195844,50,50,1
g,0,11,8,0,1,2,4,b,e,1,115896,44,40,0
b,0,9,2,0,1,3,8,a,b,1,303851,31,50,0
c,0,9,2,0,38,3,1,b,a,3,172475,44,40,0
b,0,6,13,0,1,2,9,a,b,1,30008,53,35,0
g,0,9,2,0,1,5,5,b,e,1,147921,33,40,0
b,0,8,16,0,1,4,14,a,b,1,172716,34,40,0
a,0,9,2,0,1,3,8,a,a,1,155057,27,70,0
g,2339,11,8,0,1,,,b,a,1,152569,43,36,0
a,0,9,2,0,1,2,2,a,a,1,132728,80,20,0
c,0,12,7,0,1,3,5,b,a,1,195136,31,32,0
b,0,9,2,0,1,3,7,a,b,2,377322,40,40,1
b,0,13,1,0,1,5,4,a,b,1,293941,53,40,0
b,0,9,2,0,1,3,10,a,b,1,182123,58,44,0
b,0,10,6,0,1,3,2,a,b,1,32528,38,40,1
b,0,15,11,0,1,3,4,a,b,1,140206,33,40,1
b,0,13,1,0,6,5,2,a,b,1,378221,48,60,1
b,0,10,6,0,1,3,2,b,c,2,211601,23,40,0
a,0,9,2,0,1,2,7,a,d,1,119411,31,50,0
b,0,14,4,0,1,2,6,a,b,1,240013,52,70,0
a,0,9,2,0,1,3,11,a,d,1,95552,24,40,0
b,0,5,5,0,1,2,9,a,b,1,183710,45,40,0
b,0,9,2,0,1,3,1,b,c,1,189382,36,40,1
g,0,3,12,0,6,3,5,b,e,1,380633,52,40,0
b,0,9,2,0,1,3,7,a,b,1,53407,54,40,0
b,0,15,11,0,1,3,4,a,b,1,150480,39,55,1
b,0,13,1,0,1,3,6,a,b,1,175674,40,50,1
a,0,9,2,0,1,3,11,a,a,3,375313,28,50,0
a,0,10,6,0,1,,,a,d,1,278391,21,16,0
a,0,10,6,0,1,3,1,b,a,1,212888,23,40,0
a,0,4,9,0,1,7,7,a,e,2,487085,36,40,0
a,0,10,6,0,1,3,1,b,d,1,174461,22,15,0
b,0,14,4,0,1,5,2,a,b,1,133201,55,50,0
a,0,9,2,0,1,3,3,a,a,1,77253,71,17,0
b,0,16,10,0,1,3,4,a,b,1,141511,47,60,1
a,0,6,13,0,1,7,6,a,d,1,181608,17,12,0
b,0,13,1,0,1,3,2,b,c,1,127610,31,50,1
a,0,10,6,0,,3,5,a,f,3,154571,32,40,0
b,0,10,6,3103,1,3,8,a,b,1,33842,46,40,1
a,0,13,1,0,1,3,2,b,d,1,150080,27,40,0
b,1902,10,6,0,1,4,2,a,b,1,30916,39,50,1
c,0,9,2,0,1,3,3,b,a,1,151294,40,48,0
a,1602,9,2,0,1,3,6,b,a,1,48829,30,30,0
a,0,5,5,0,1,3,5,a,e,1,193769,17,20,0
a,0,14,4,0,1,3,4,a,a,1,277455,33,40,0
a,0,16,10,0,1,3,4,a,a,1,225780,72,30,0
f,0,10,6,0,1,4,1,b,c,1,436341,34,40,1
a,0,9,2,0,18,3,7,a,f,3,255386,65,40,0
b,1887,13,1,0,1,3,4,a,b,1,174938,36,50,1
a,0,9,2,0,1,3,10,a,e,1,174789,32,40,0
a,0,10,6,0,6,3,1,a,f,1,245628,26,40,0
a,0,9,2,0,1,3,3,a,a,1,228752,22,40,0
b,0,15,11,99999,1,3,4,a,b,1,354148,47,48,1
a,0,10,6,0,1,3,5,a,a,1,192900,31,40,0
a,0,13,1,0,1,2,6,a,a,1,190391,28,50,0
a,0,14,4,0,15,3,1,b,a,1,353263,38,50,1
b,0,12,7,0,1,3,1,a,b,1,113198,34,28,0
b,0,13,1,0,1,3,4,a,b,1,207578,44,35,1
a,0,10,6,0,1,3,3,a,d,3,93206,27,40,0
b,0,13,1,0,1,5,13,a,b,1,163998,50,44,1
b,0,9,2,0,1,3,5,b,c,2,111961,47,30,0
a,0,10,6,0,1,3,5,a,a,1,219122,20,40,0
a,0,9,2,0,1,3,6,a,a,1,111445,24,38,0
b,0,10,6,0,1,4,11,a,b,1,309778,29,40,1
a,0,11,8,0,1,5,5,b,e,2,223020,37,32,0
c,0,12,7,0,1,3,1,a,a,1,303155,42,40,0
a,0,10,6,0,1,,,a,d,1,41035,20,20,0
a,0,10,6,0,1,3,1,b,a,1,159191,68,40,0
a,0,10,6,0,38,5,1,b,a,3,244408,22,40,0
b,0,9,2,0,1,2,6,a,b,1,473748,72,30,0
b,0,10,6,0,1,4,1,a,b,2,71823,45,20,0
b,0,9,2,0,1,5,5,a,b,2,83066,30,40,0
b,0,9,2,0,1,3,7,a,b,1,150154,33,40,0
b,0,9,2,0,1,3,5,a,b,1,190786,43,40,1
g,0,10,6,4416,1,3,2,a,a,1,178033,56,60,0
b,0,11,8,0,1,2,9,a,b,1,159909,25,40,0
c,0,9,2,0,28,3,15,b,a,1,190885,41,40,0
a,0,13,1,0,1,3,5,b,a,1,243786,25,37,0
b,0,12,7,0,1,1,11,a,b,1,124020,31,40,1
b,0,9,2,0,1,3,10,a,b,1,159016,36,38,0
b,0,13,1,0,1,3,2,a,b,1,183800,37,40,1
b,0,9,2,0,1,2,7,a,b,1,193434,58,20,0
a,0,13,1,0,1,3,1,b,a,2,245029,26,40,0
b,0,10,6,0,11,3,11,a,b,1,98746,55,50,1
b,0,10,6,0,1,4,2,a,b,1,140664,46,48,1
a,1617,13,1,0,1,3,1,b,a,1,344920,44,20,0
b,0,7,3,0,1,3,5,a,b,2,169980,44,60,0
a,0,13,1,0,1,1,2,a,a,1,155397,28,55,0
b,0,6,13,0,1,3,8,a,b,1,245317,42,50,0
c,0,9,2,0,1,3,7,a,a,1,74182,41,40,0
b,0,13,1,0,1,3,2,a,b,1,280570,39,45,0
b,0,11,8,0,1,2,9,a,b,1,30664,64,30,0
a,0,10,6,0,1,3,3,a,d,1,109952,20,25,0
b,0,10,6,0,1,5,13,a,b,1,192793,45,40,1
b,0,9,2,0,1,3,1,a,b,1,243442,31,50,0
b,0,14,4,0,1,4,2,a,b,1,106297,36,40,1
e,0,5,5,0,6,3,5,b,e,5,328060,32,40,0
b,0,11,8,0,1,2,9,a,b,1,48702,33,65,0
c,0,9,2,99999,1,2,2,b,a,1,111283,51,35,1
c,0,9,2,0,1,3,10,a,e,1,484024,36,40,0
a,0,9,2,0,1,3,7,a,a,1,208470,40,40,0
b,0,11,8,7298,1,3,1,a,b,1,172032,44,51,1
c,0,9,2,0,10,3,1,b,e,1,29927,40,45,0
c,0,11,8,0,1,3,1,b,a,1,98012,46,40,0
b,0,15,11,0,1,2,4,a,b,1,108468,31,60,1
a,1980,9,2,0,1,3,6,b,a,1,207301,30,40,0
b,0,9,2,0,1,3,3,a,b,1,168403,26,40,0
a,0,13,1,0,1,3,5,a,f,1,66935,25,40,0
b,0,12,7,0,1,2,7,a,b,1,42044,35,40,0
a,0,15,11,0,1,3,4,a,f,1,184806,29,50,0
e,0,12,7,0,1,3,7,a,a,1,1455435,39,40,0
c,0,10,6,0,1,2,5,a,e,1,445382,44,40,0
b,0,9,2,0,1,3,10,a,b,1,278576,37,60,1
b,0,11,8,0,1,2,6,a,b,1,84979,79,20,1
b,0,13,1,0,1,3,2,a,b,2,659504,36,45,1
b,0,10,6,0,1,3,7,a,b,1,136986,44,60,1
b,1573,9,2,0,1,3,10,a,b,1,278107,23,30,0
a,0,13,1,0,1,3,1,b,a,1,96219,27,45,0
b,1902,13,1,0,1,2,6,a,b,1,131091,46,40,1
b,0,9,2,0,1,3,7,a,b,1,205410,58,40,0
c,0,12,7,0,1,3,2,a,a,1,416745,36,48,0
b,1887,9,2,0,1,3,7,a,b,1,180667,36,60,1
a,0,10,6,0,1,3,1,a,a,1,72119,21,45,0
a,0,9,2,14344,1,1,8,b,a,1,108945,41,40,1
b,0,9,2,0,1,4,10,a,b,1,195949,49,40,0
b,0,13,1,0,1,3,6,b,c,1,101345,34,40,1
b,0,9,2,0,32,3,13,a,b,1,439263,29,35,0
b,0,13,1,0,1,3,2,a,b,1,213095,63,50,1
a,0,13,1,0,1,4,4,b,a,1,59932,29,40,0
b,0,10,6,0,1,3,9,a,b,1,172815,65,40,0
a,0,13,1,0,1,3,5,b,a,1,40915,26,25,0
b,0,16,10,0,22,3,4,a,b,3,139012,42,40,1
c,0,10,6,0,1,3,1,b,a,3,121781,44,37,0
e,0,9,2,0,1,,,a,a,2,130667,51,6,0
b,0,9,2,0,1,2,10,a,b,1,147110,41,25,0
a,0,12,7,0,23,5,1,b,d,2,237811,22,35,0
b,0,10,6,0,1,,,b,c,1,128640,36,25,0
a,0,7,3,0,1,3,3,a,d,1,111476,18,40,0
b,0,6,13,0,1,5,8,a,b,1,289716,33,40,0
b,0,13,1,0,1,5,4,a,b,1,141944,46,38,1
b,0,7,3,0,1,3,15,b,f,1,323773,49,40,0
b,0,9,2,0,1,1,1,b,c,1,176663,41,40,0
c,0,10,6,0,1,3,1,b,e,1,155233,52,40,0
e,0,10,6,0,1,3,3,a,a,1,143327,40,40,0
a,0,10,6,0,1,4,4,b,e,1,177212,53,40,0
b,0,9,2,0,1,2,7,a,b,1,123088,45,50,0
b,0,6,13,0,1,5,7,a,b,1,47085,30,40,0
b,0,9,2,0,1,3,3,a,b,1,102106,56,40,0
b,0,9,2,0,1,3,7,a,b,1,235894,24,40,0
b,0,4,9,0,1,2,9,a,b,1,172046,71,50,0
c,0,9,2,0,1,2,6,b,a,1,197207,20,30,0
b,0,13,1,0,1,3,11,a,b,1,152452,26,50,0
b,0,9,2,0,1,3,6,a,b,1,172928,34,65,0
c,0,5,5,0,6,,,b,e,1,214896,36,40,0
e,653,9,2,0,1,3,4,b,e,1,116338,49,60,0
b,1902,16,10,0,1,3,4,a,b,1,276664,48,50,1
a,0,9,2,0,1,3,5,b,d,1,59924,22,40,0
c,1617,10,6,0,1,3,10,a,a,1,194141,30,40,0
c,0,9,2,0,1,3,7,a,a,1,95128,51,40,0
d,0,10,6,0,1,3,6,b,e,1,292504,46,40,0
b,0,9,2,0,1,7,2,a,b,1,45796,32,45,0
b,0,15,11,15024,7,3,6,b,c,4,119359,42,40,1
b,0,10,6,0,1,1,11,a,b,1,104280,52,50,0
c,0,9,2,0,1,3,1,b,f,2,172291,57,40,0
c,0,10,6,0,1,3,1,b,e,1,180988,35,39,0
b,0,14,4,0,1,3,4,a,b,1,110748,52,50,1
c,0,5,5,0,1,,,b,a,1,556688,59,12,0
c,0,10,6,0,1,3,2,b,e,1,22494,36,40,0
b,0,10,6,0,2,3,2,a,b,1,267859,33,40,1
c,0,9,2,0,1,5,13,a,a,2,256821,67,20,0
b,0,10,6,0,1,2,6,a,b,1,117346,31,48,0
b,0,9,2,0,1,3,4,a,b,1,62374,31,50,0
a,0,10,6,0,1,3,10,a,a,1,314659,28,42,0
g,0,4,9,0,1,,,b,e,1,114761,72,20,0
c,0,9,2,0,1,3,7,a,a,1,93225,36,40,0
b,0,9,2,0,1,2,6,a,b,1,165315,58,35,1
b,0,9,2,0,1,3,10,a,b,1,124771,56,40,0
a,0,10,6,0,1,3,6,a,a,1,27408,35,40,0
b,0,11,8,0,1,3,7,a,b,1,198841,37,40,1
d,0,13,1,0,1,3,2,b,e,1,271792,44,40,0
a,0,9,2,0,1,3,9,a,d,1,64289,26,40,0
b,0,9,2,0,1,3,8,a,b,1,183390,51,40,0
b,0,10,6,4386,1,3,7,a,b,1,240771,31,50,1
a,0,10,6,0,26,3,6,b,d,1,234919,30,40,0
a,0,10,6,0,1,3,1,b,a,1,88231,20,40,0
a,0,10,6,0,1,3,1,b,d,3,154422,21,40,0
b,0,13,1,0,1,3,4,a,b,1,119098,37,50,1
b,0,11,8,4386,1,1,4,a,b,1,151580,53,40,1
b,0,9,2,0,1,3,1,a,b,1,118793,54,45,0
c,0,13,1,0,1,,,b,e,1,30499,32,32,0
b,0,10,6,7688,1,,,b,c,1,166545,34,6,1
b,0,13,1,7298,1,3,6,a,b,1,271710,30,50,1
d,0,9,2,0,1,1,2,b,e,1,308498,43,40,0
c,0,11,8,0,1,3,5,b,d,1,172695,48,40,0
b,0,13,1,0,1,2,6,a,b,1,29962,42,48,0
b,0,9,2,0,1,3,10,a,b,1,200332,62,40,0
b,0,9,2,0,1,3,7,a,b,1,291702,31,40,0
a,0,9,2,0,1,3,6,a,a,1,67234,22,60,0
b,0,13,1,0,1,3,2,a,b,1,168038,45,32,0
e,0,10,6,0,1,3,6,a,a,1,137814,34,45,0
b,0,9,2,0,1,3,2,a,b,1,126233,64,20,0
b,0,13,1,0,1,2,9,a,b,1,79036,42,65,0
b,0,9,2,0,1,2,6,a,b,1,327474,60,70,0
a,0,9,2,0,1,3,7,a,f,1,145160,44,58,0
b,0,4,9,0,1,,,a,b,1,37092,67,4,0
c,0,12,7,0,,3,11,b,e,1,129387,45,40,0
b,0,15,11,0,1,2,4,a,b,1,33304,53,38,1
b,0,11,8,15024,1,3,8,a,b,1,359001,37,50,1
b,0,6,13,0,1,,,b,c,1,143162,32,40,0
a,0,9,2,0,1,3,5,b,a,1,133515,23,35,0
b,0,13,1,0,22,3,4,a,b,3,168901,28,40,0
b,0,4,9,0,1,3,7,a,b,1,750972,55,41,0
a,0,14,4,0,1,3,1,b,a,1,142924,58,24,1
b,0,10,6,20051,1,7,2,a,b,1,228075,74,25,1
a,0,9,2,0,1,3,1,a,d,1,91189,27,40,0
c,0,9,2,0,1,3,1,b,e,2,290609,37,40,0
a,0,10,6,0,7,,,b,d,3,31102,22,4,0
b,0,6,13,0,1,2,5,a,b,1,216921,44,70,0
a,0,12,7,0,1,3,1,a,d,1,120046,23,40,0
b,0,13,1,0,31,3,2,a,b,1,324629,41,40,0
b,0,10,6,0,1,3,11,a,b,3,81132,45,55,1
c,0,9,2,0,1,3,10,a,e,1,160279,29,40,0
a,0,13,1,0,1,3,6,a,a,1,229732,33,45,1
b,0,14,4,7298,1,5,2,a,b,1,144723,61,60,1
b,0,12,7,7688,1,3,6,b,c,5,148431,29,45,1
a,0,10,6,0,1,3,6,a,f,1,160398,22,38,0
a,0,5,5,0,26,3,7,a,a,1,129460,28,40,0
b,0,13,1,0,1,3,4,b,c,1,252752,30,40,0
a,0,10,6,0,1,3,3,a,d,1,58222,20,20,0
e,0,6,13,0,1,,,a,a,1,424884,28,30,0
b,0,9,2,0,1,3,7,a,b,1,114459,45,50,1
a,0,10,6,0,1,,,b,a,1,46400,19,24,0
c,0,12,7,0,1,3,2,b,e,1,223934,42,40,0
a,0,9,2,0,1,3,7,a,d,1,84119,34,40,0
b,0,13,1,0,1,3,4,a,b,1,159123,31,60,1
a,0,13,1,0,1,3,2,b,d,1,195532,23,40,0
b,0,9,2,0,1,3,7,a,b,1,191299,50,50,0
b,0,6,13,0,1,3,2,a,b,1,198316,40,40,1
c,0,9,2,0,1,3,1,b,a,1,162301,57,45,0
b,0,10,6,3908,1,3,1,b,c,1,143152,35,27,0
a,0,13,1,0,1,3,2,a,d,1,92609,24,45,0
a,0,10,6,0,1,3,1,b,a,1,247819,27,15,0
a,0,10,6,0,1,5,13,b,d,1,229223,27,40,1
b,0,9,2,0,1,7,6,a,b,1,142719,45,40,0
b,0,16,10,0,1,3,4,a,b,1,86111,80,30,0
a,0,10,6,0,1,1,5,a,a,1,35633,23,50,0
b,0,10,6,0,1,3,2,a,b,1,164749,46,40,1
b,0,13,1,0,1,3,6,a,b,1,607848,38,40,1
c,0,9,2,0,1,3,6,a,a,1,173630,50,60,0
b,0,13,1,0,,3,6,a,b,1,311184,90,20,0
b,0,10,6,0,1,3,6,a,b,1,49737,55,50,0
b,0,9,2,0,10,3,2,b,c,1,183616,72,50,0
g,0,10,6,0,1,3,1,b,a,1,129426,65,40,0
c,0,6,13,0,1,3,7,a,a,1,454915,37,40,0
b,0,9,2,0,1,1,1,b,c,1,55568,39,40,0
b,0,11,8,0,1,3,7,a,b,1,29874,38,40,0
b,0,10,6,15024,1,3,2,a,b,1,393715,46,50,1
b,0,9,2,0,1,3,6,a,b,1,143953,50,65,1
b,0,12,7,0,1,3,2,a,b,1,90363,54,40,1
a,0,14,4,0,1,3,6,a,a,1,53727,40,50,1
b,0,4,9,2829,1,3,7,a,b,1,130021,30,40,0
b,0,9,2,0,1,3,9,a,b,1,173630,50,35,0
a,0,10,6,0,1,3,7,a,a,1,410351,28,30,0
b,0,11,8,0,1,3,7,a,b,1,399386,34,53,0
c,0,9,2,0,1,3,3,a,a,1,157932,55,40,0
a,0,9,2,0,1,3,3,a,d,1,133061,20,40,0
a,0,10,6,0,1,,,b,a,1,46400,19,32,0
a,0,10,6,0,1,3,1,a,a,1,107895,21,35,0
c,0,10,6,0,1,3,5,b,a,1,63021,39,20,0
b,0,9,2,0,1,3,7,a,b,1,186144,43,40,1
a,0,9,2,0,1,5,5,a,e,4,27959,33,40,0
a,0,10,6,0,1,3,1,b,a,1,179569,26,40,0
b,0,16,10,0,1,1,4,a,b,1,101299,45,40,1
a,0,10,6,0,1,1,5,b,d,1,113129,31,65,0
b,0,3,12,0,6,3,7,a,b,1,316470,32,60,0
b,0,9,2,0,1,2,6,a,b,1,89884,60,50,0
b,0,9,2,0,1,3,10,a,b,1,32121,41,40,1
a,0,10,6,0,1,3,5,a,d,2,315303,21,20,0
c,0,10,6,0,1,3,1,b,e,2,254500,27,36,0
c,0,3,12,0,6,3,3,a,e,1,419895,33,40,0
b,0,9,2,0,1,3,7,a,b,1,159549,43,40,0
b,1902,7,3,0,1,3,7,a,b,1,160786,27,40,1
a,0,6,13,0,1,2,9,a,d,1,258474,18,40,0
b,0,10,6,0,1,2,2,a,b,1,370119,48,40,1
c,0,4,9,0,1,3,2,a,a,1,50837,37,50,0
b,0,9,2,0,1,3,10,a,b,1,137506,58,40,0
b,0,8,16,7688,1,3,8,a,b,2,548256,57,40,1
a,0,13,1,99999,1,5,1,b,a,1,175642,42,40,1
a,0,9,2,0,1,3,1,a,f,1,183594,24,40,0
a,0,13,1,0,1,3,5,a,f,1,341353,26,15,0
c,0,9,2,5455,1,7,7,a,e,1,247981,43,50,0
b,0,7,3,0,1,3,7,a,b,1,193565,34,40,0
b,0,13,1,0,1,3,2,b,c,1,39606,38,40,0
b,0,7,3,0,1,2,9,a,b,1,127149,51,45,1
b,0,9,2,0,1,,,b,c,2,233371,31,45,0
b,0,16,10,0,1,2,4,b,c,1,182752,49,35,1
a,0,13,1,0,1,3,1,b,d,1,269060,26,40,0
c,0,9,2,0,1,3,8,b,e,2,179949,28,20,0
b,1902,10,6,0,1,4,6,a,b,1,32950,22,37,0
c,0,9,2,0,1,3,7,a,a,1,160445,26,40,0
b,1848,5,5,0,1,3,5,a,b,1,223999,45,40,1
c,625,10,6,0,1,3,2,b,e,1,81487,39,40,0
b,0,9,2,0,1,3,6,a,b,1,314539,23,40,0
b,0,9,2,0,1,,,a,b,1,337721,62,8,0
b,0,13,1,0,1,5,4,a,b,1,100793,42,60,1
b,0,9,2,0,1,4,7,a,b,1,255407,39,40,0
c,0,11,8,0,1,4,7,a,a,1,92775,43,40,0
a,0,10,6,0,1,2,9,a,a,1,33308,33,70,0
b,0,13,1,0,1,1,2,a,b,1,493363,68,20,0
b,0,14,4,0,1,,,a,b,1,159589,30,46,1
a,0,13,1,0,1,3,1,a,a,3,107218,32,40,0
a,0,10,6,0,1,3,1,a,e,5,123586,25,40,0
b,0,3,12,0,15,3,5,b,f,1,158352,53,24,0
b,0,11,8,0,1,3,2,a,b,1,76317,38,55,1
b,0,9,2,0,1,,,a,b,1,176753,62,40,0
a,0,9,2,0,1,3,10,a,d,1,122346,20,40,0
b,0,9,2,0,1,3,7,a,b,1,463194,26,40,0
a,0,9,2,0,1,3,8,a,d,1,162228,23,40,0
c,0,9,2,0,1,1,11,b,a,1,115005,43,40,0
a,0,10,6,0,1,1,13,a,a,1,183285,29,36,0
e,0,6,13,0,1,3,5,b,e,1,169605,34,36,0
a,0,10,6,0,1,3,6,a,d,1,450695,24,35,0
b,0,14,4,0,1,5,4,a,b,1,124692,44,35,1
a,0,10,6,0,1,3,1,a,a,1,63918,19,40,0
b,0,13,1,0,1,3,1,a,b,1,102569,47,40,1
c,0,10,6,0,1,3,5,b,a,1,289309,40,48,0
g,0,9,2,0,1,3,6,b,e,1,101825,45,45,0
e,0,9,2,0,1,3,3,b,e,2,206833,43,45,0
a,0,5,5,0,1,,,a,a,1,77873,22,30,0
c,0,16,10,10520,1,3,4,a,f,1,145333,50,50,1
d,0,10,6,0,1,,,a,a,1,194548,72,3,0
a,0,13,1,0,1,3,4,a,a,1,206351,29,40,0
a,0,13,1,0,1,3,2,a,a,1,198200,47,50,0
a,0,9,2,0,26,3,6,a,d,1,140001,24,35,0
a,0,10,6,0,1,,,a,a,1,287988,22,15,0
a,0,9,2,0,1,3,1,b,d,1,143604,21,40,0
b,1887,9,2,0,1,2,2,a,b,1,146161,30,50,1
g,0,10,6,2354,,3,5,b,a,1,196529,37,40,0
c,0,15,11,0,1,2,4,a,f,1,192413,74,40,0
b,0,10,6,2653,1,2,9,a,b,1,139889,70,70,0
b,0,11,8,0,1,3,7,a,b,1,104917,27,40,0
c,0,13,1,0,1,5,1,b,e,3,161478,32,46,0
b,0,7,3,0,1,3,3,a,b,1,35644,30,50,0
c,0,11,8,0,1,5,13,a,e,1,116751,29,56,0
a,1602,7,3,0,1,3,3,a,d,1,238867,18,40,0
b,0,9,2,7298,1,3,7,a,b,1,265706,31,40,1
b,0,10,6,0,1,1,13,a,b,1,179668,39,70,0
a,0,10,6,0,1,3,5,b,d,1,57951,21,30,0
b,0,9,2,0,1,3,8,a,b,1,176711,31,38,0
b,0,10,6,0,1,5,13,a,b,1,368675,33,40,0
c,0,15,11,0,1,3,4,a,a,1,216149,39,70,1
b,0,9,2,0,1,3,7,a,b,1,173851,29,40,0
b,1485,10,6,0,1,3,11,a,b,1,90705,34,40,0
g,0,13,1,0,1,1,2,b,e,1,216342,52,55,0
a,0,9,2,0,1,3,6,a,a,1,140752,35,25,0
b,0,6,13,0,1,3,7,a,b,1,116508,33,40,0
c,0,5,5,0,2,,,b,e,1,224361,40,5,0
b,0,13,1,0,1,3,2,a,b,3,180303,43,50,1
a,0,2,14,0,1,,,a,a,2,196736,66,30,0
b,0,13,1,0,1,5,2,a,b,1,110327,51,40,1
a,0,9,2,0,1,3,5,b,e,1,185607,36,30,0
a,0,7,3,0,1,5,4,b,d,1,244856,17,40,0
b,0,9,2,0,1,3,7,a,b,1,198068,32,40,0
a,0,9,2,0,1,3,10,b,e,2,97136,39,40,0
a,0,10,6,0,1,7,9,a,d,1,164658,19,60,0
c,0,7,3,0,1,3,1,a,a,1,235693,54,40,1
c,0,13,1,0,1,3,4,a,a,1,197038,45,50,1
c,0,13,1,0,1,5,4,b,a,2,97419,47,40,0
b,1672,9,2,0,1,2,9,a,b,1,208872,49,98,0
c,0,9,2,0,1,3,1,b,e,1,205528,32,40,0
b,0,9,2,0,1,7,7,a,b,1,146042,28,50,0
b,0,13,1,0,1,7,6,a,b,1,222641,39,40,0
a,0,9,2,0,1,7,6,a,a,1,376936,27,50,0
b,0,14,4,0,1,5,4,b,c,1,138077,42,38,1
b,0,13,1,0,1,3,4,a,b,1,155913,24,44,0
b,0,13,1,0,1,3,7,a,b,1,36006,45,45,1
a,0,9,2,0,1,3,5,a,d,1,214678,19,30,0
b,0,6,13,0,1,3,8,a,b,1,369538,46,40,1
b,0,9,2,0,1,3,8,a,b,1,166565,50,40,0
a,0,9,2,0,1,3,1,b,a,1,257043,32,42,0
b,0,15,11,99999,1,7,4,a,b,1,181130,47,50,1
b,0,13,1,10605,1,,,a,b,1,254834,69,10,1
b,0,9,2,0,1,2,9,a,b,1,38876,43,50,0
a,0,13,1,0,1,3,7,a,a,1,187073,29,40,0
b,2415,15,11,0,,4,4,a,b,3,156996,43,55,1
a,0,13,1,0,1,3,4,b,d,1,313749,90,10,0
b,0,15,11,0,30,3,2,b,c,1,331651,41,50,1
a,0,1,15,0,6,3,9,a,a,1,243368,24,36,0
a,0,10,6,0,1,3,9,a,d,1,32921,24,50,0
a,0,10,6,0,1,3,5,b,a,1,117167,24,53,0
b,1887,9,2,0,1,3,1,b,c,1,401930,35,42,1
a,0,13,1,0,1,3,1,a,f,1,114691,30,40,0
e,0,13,1,0,1,3,2,b,e,1,99385,46,40,0
a,1721,10,6,0,1,5,1,b,d,1,210308,19,30,0
e,0,5,5,0,6,3,7,a,d,1,252327,39,35,0
